region,household_size,household_income,electricity_use,electricity_cost,ng_use,ng_cost,total_energy_use,total_energy_cost
MIDWEST,2,14,34095.16,1167.03,402.59,612.69,75998.73,1777.91
NE,3,15,53779.85,2670.43,0.00,0.00,114439.98,3703.95
MIDWEST,2,16,48371.95,1501.92,659.82,642.02,115475.75,2143.94
NE,2,16,53912.65,2846.20,173.88,236.80,71942.69,3083.00
MIDWEST,3,6,13136.21,543.78,536.51,816.77,67523.77,1360.55
SOUTH,1,5,20931.24,823.87,0.00,0.00,20931.24,823.87
MIDWEST,6,13,35689.03,504.55,858.67,611.01,122269.18,1115.56
WEST,2,15,34343.74,1564.25,330.19,506.03,65402.13,2070.28
NE,4,15,13219.50,911.70,989.63,1344.27,114885.99,2255.97
WEST,1,14,18758.29,722.16,428.18,351.47,55283.60,1073.63
WEST,5,2,62514.39,1103.39,0.00,0.00,62514.39,1103.39
SOUTH,2,11,24864.02,830.51,556.46,755.12,81016.35,1585.63
SOUTH,2,9,35632.22,1268.61,0.00,0.00,89783.05,2238.13
SOUTH,1,14,35760.25,1195.54,0.00,0.00,35760.25,1195.54
NE,1,15,5504.79,578.35,25.04,326.16,55702.07,1939.22
NE,4,14,13153.64,889.20,815.50,1180.64,97015.50,2069.84
MIDWEST,1,13,43229.53,1522.42,854.07,701.80,131823.68,2224.22
NE,3,11,37929.09,973.61,0.00,0.00,37929.09,973.61
MIDWEST,2,11,46884.65,1808.49,993.86,806.65,145826.11,2615.14
SOUTH,1,6,22283.41,631.44,0.00,0.00,22283.41,631.44
NE,4,16,41998.80,2225.43,0.00,0.00,148514.83,5230.26
MIDWEST,2,14,34279.65,1266.25,715.56,760.64,108472.17,2026.89
WEST,6,16,29302.24,1470.02,274.67,381.70,57387.81,1851.72
WEST,5,1,41550.83,1359.56,0.00,0.00,41550.83,1359.56
NE,2,15,32635.91,2685.21,0.00,0.00,56081.52,3063.09
SOUTH,2,13,83146.44,2332.27,0.00,0.00,83146.44,2332.27
SOUTH,2,14,42135.06,1601.11,109.07,164.35,53327.32,1765.46
MIDWEST,2,15,49382.35,1743.22,0.00,0.00,121013.79,2715.12
SOUTH,2,15,38681.66,1562.53,483.40,659.43,87490.78,2221.96
NE,5,14,43620.74,2603.03,0.00,0.00,116929.87,3916.61
NE,3,1,14211.77,1023.96,333.04,465.77,47929.11,1489.73
NE,2,16,7021.15,689.98,42.91,143.96,11449.51,833.94
MIDWEST,5,13,39637.81,1391.92,432.13,522.63,83977.74,1914.55
WEST,3,15,29736.99,2069.55,886.76,1408.90,120937.73,3478.45
MIDWEST,2,1,36162.11,1048.19,575.97,600.01,92868.20,1647.19
WEST,1,10,7298.46,307.30,132.79,183.88,20816.41,491.18
WEST,2,14,33249.31,1025.05,828.04,922.52,121525.91,1947.57
MIDWEST,4,8,36884.22,1304.97,552.20,441.70,93393.30,1746.67
SOUTH,1,1,29686.55,1056.81,19.88,21.56,31687.62,1078.37
NE,1,8,14265.16,470.22,0.00,0.00,14265.16,470.22
SOUTH,1,13,19564.76,717.00,75.43,134.81,27339.96,851.81
NE,2,16,10312.42,929.70,21.81,80.09,42117.10,1645.26
WEST,2,15,31696.77,1956.36,0.00,0.00,31696.77,1956.36
SOUTH,1,14,50565.28,1790.22,0.00,0.00,50565.28,1790.22
WEST,2,7,16062.98,1394.78,0.00,0.00,16062.98,1394.78
SOUTH,2,16,70901.86,2757.59,473.46,486.66,119094.68,3244.25
SOUTH,2,7,30225.35,1549.38,0.00,0.00,72045.91,2519.40
MIDWEST,1,5,25992.79,1212.40,0.00,0.00,25992.79,1212.40
WEST,1,3,2307.59,132.39,212.97,280.94,24273.82,413.33
SOUTH,2,14,65799.19,1835.70,0.00,0.00,65799.19,1835.70
WEST,3,16,15728.19,624.28,242.87,345.23,40718.70,969.51
MIDWEST,2,16,40081.94,1721.88,1463.97,1014.60,190004.13,2736.48
MIDWEST,1,5,52801.01,2296.40,0.00,0.00,70283.91,2599.76
MIDWEST,1,9,20146.77,810.04,530.39,515.41,74755.02,1325.45
MIDWEST,2,16,87993.77,2122.71,0.00,0.00,89338.83,2140.96
NE,2,8,9892.03,541.30,0.00,0.00,13968.07,808.59
NE,2,15,18214.74,917.14,817.87,729.52,102818.79,1646.66
WEST,3,15,16524.05,750.63,412.49,406.63,59655.81,1157.26
MIDWEST,2,16,55077.11,2107.28,672.50,514.78,123774.54,2622.06
WEST,2,15,35696.70,1303.69,0.00,0.00,90681.81,2221.84
NE,2,14,47554.80,1690.76,0.00,0.00,47554.80,1690.76
NE,2,14,37463.02,2493.41,0.00,0.00,135655.88,4053.22
MIDWEST,1,16,23938.96,835.69,1000.08,808.38,126242.88,1644.07
SOUTH,1,15,16126.20,677.17,0.00,0.00,16126.20,677.17
WEST,2,10,43142.73,1212.69,0.00,0.00,45425.64,1250.77
NE,3,16,25346.84,1634.25,813.76,1345.99,109139.97,2980.24
NE,2,14,23399.49,1307.89,614.94,905.17,86516.18,2213.06
WEST,2,15,33983.27,1056.93,1480.37,1269.84,163807.45,2326.77
WEST,2,9,60968.17,2242.73,0.00,0.00,60968.17,2242.73
NE,4,14,11339.68,630.09,1014.50,1004.55,112674.41,1634.64
SOUTH,1,7,37227.76,1193.29,0.00,0.00,37227.76,1193.29
WEST,1,9,9478.67,374.22,580.59,420.01,62213.13,794.23
MIDWEST,2,14,81087.89,2302.30,0.00,0.00,81087.89,2302.30
MIDWEST,5,14,33593.27,1397.03,1108.27,829.48,147106.62,2226.51
NE,1,5,37103.30,1705.21,0.00,0.00,37103.30,1705.21
NE,2,13,35125.51,2034.83,0.00,0.00,35125.51,2034.83
WEST,1,1,9274.99,303.32,403.16,247.65,45978.54,550.97
NE,2,10,19495.38,1293.09,0.00,0.00,103982.40,3177.74
SOUTH,3,3,30810.93,1054.37,0.00,0.00,71914.36,1759.73
NE,4,15,22662.51,1261.57,0.00,0.00,77726.27,2471.26
MIDWEST,1,11,8492.73,436.82,381.35,342.70,46591.10,779.52
SOUTH,2,15,15973.07,619.54,184.82,323.97,35049.45,943.51
SOUTH,2,11,44484.43,1652.03,8.90,10.68,45388.88,1662.71
WEST,2,14,15157.51,540.42,1134.91,933.39,113626.89,1473.81
SOUTH,2,13,82293.05,2446.03,0.00,0.00,96418.61,2779.41
SOUTH,2,15,77671.23,2027.51,0.00,0.00,77671.23,2027.51
SOUTH,2,10,40873.80,1286.43,0.00,0.00,40873.80,1286.43
WEST,2,13,18721.97,1607.65,108.89,191.00,29761.63,1798.65
MIDWEST,1,12,23808.42,663.93,419.19,454.01,66797.56,1117.94
SOUTH,3,15,72053.52,2051.69,0.00,0.00,72053.52,2051.69
SOUTH,1,2,41137.65,1219.44,0.00,0.00,41137.65,1219.44
SOUTH,4,15,26530.76,1016.31,483.32,686.01,75244.25,1702.32
SOUTH,2,15,27303.55,1095.33,16.65,18.60,55093.52,1835.18
WEST,1,10,7983.28,408.70,397.31,215.67,43608.96,624.37
SOUTH,2,15,21308.30,865.18,0.00,0.00,77439.45,2247.77
SOUTH,1,1,5608.65,213.11,94.11,116.79,15192.99,329.90
SOUTH,2,15,96934.37,2924.88,0.00,0.00,96934.37,2924.88
SOUTH,3,15,59350.27,2307.22,0.00,0.00,59350.27,2307.22
WEST,1,6,23458.59,949.67,495.67,491.99,75024.52,1441.66
SOUTH,1,4,48988.05,1784.79,255.04,474.68,75028.31,2259.47
MIDWEST,2,16,32203.58,1525.08,597.30,636.65,93053.94,2161.73
SOUTH,5,12,51567.01,1680.57,912.88,934.07,139674.75,2614.64
WEST,3,13,33459.40,974.72,894.30,526.48,117191.60,1501.20
MIDWEST,3,14,52871.57,1959.42,0.00,0.00,131720.61,3180.99
MIDWEST,5,12,21845.62,1226.96,1175.44,949.25,143445.42,2176.21
SOUTH,3,16,54736.97,1980.24,488.24,649.41,105469.55,2629.65
SOUTH,2,7,27090.33,967.43,13.12,16.43,28431.66,983.86
WEST,1,14,12147.91,393.25,0.00,0.00,12147.91,393.25
NE,4,15,39904.81,1815.12,0.00,0.00,199027.09,4540.54
SOUTH,6,1,62663.17,884.73,0.00,0.00,62663.17,884.73
SOUTH,3,1,32760.40,1425.62,828.29,994.67,118078.60,2420.29
NE,3,16,101542.99,6605.33,0.00,0.00,101542.99,6605.33
SOUTH,2,8,42201.37,1377.87,0.00,0.00,42201.37,1377.87
WEST,2,14,22082.05,578.53,708.06,634.10,84617.19,1212.63
NE,2,14,19266.74,1084.99,0.00,0.00,65145.56,2315.90
SOUTH,2,10,38512.17,1267.39,0.00,0.00,38512.17,1267.39
SOUTH,2,9,11332.23,343.94,414.62,459.96,48954.23,803.90
SOUTH,5,13,34822.99,1120.23,566.17,559.93,95085.38,1680.16
WEST,3,12,27505.78,1147.13,873.60,507.67,106350.24,1654.80
SOUTH,4,16,69710.28,2330.57,623.32,786.83,131910.68,3117.40
SOUTH,1,12,32598.16,1094.88,565.62,609.71,90020.49,1704.59
SOUTH,1,4,35302.01,1218.32,0.00,0.00,35302.01,1218.32
NE,4,15,36157.19,1395.73,137.82,291.69,50220.72,1687.42
WEST,1,8,7616.63,97.95,172.45,179.70,23931.90,277.65
WEST,4,16,41904.04,292.32,1033.24,572.61,132567.34,864.93
MIDWEST,4,16,92113.80,2667.05,1009.52,839.86,190748.26,3506.91
NE,2,8,33698.32,2221.04,0.00,0.00,93049.00,3231.78
MIDWEST,3,16,45858.98,1425.35,1088.78,498.46,156165.05,1923.81
WEST,1,12,10778.69,389.01,138.12,204.76,24950.62,593.77
SOUTH,5,13,54545.42,1243.76,0.00,0.00,54545.42,1243.76
SOUTH,1,7,28290.80,879.67,0.00,0.00,28290.80,879.67
SOUTH,1,10,19108.43,682.68,14.10,36.83,20554.38,719.51
WEST,1,8,31754.83,1042.85,0.00,0.00,33730.96,1100.87
NE,1,7,14907.14,1123.31,0.00,0.00,99540.25,2543.39
NE,1,11,34966.01,1323.21,0.00,0.00,34966.01,1323.21
NE,2,13,95827.04,2814.38,2391.94,2094.37,336437.85,4908.75
NE,1,7,8224.04,317.04,375.90,458.41,46596.02,775.45
NE,3,13,20468.65,1144.91,0.00,0.00,86000.98,2841.97
SOUTH,3,10,89221.79,2312.53,0.00,0.00,89221.79,2312.53
MIDWEST,2,7,37313.73,1350.32,1031.18,818.85,142968.64,2169.17
WEST,4,6,24646.10,725.48,628.12,377.63,80865.30,1103.11
SOUTH,1,5,34437.99,1330.36,0.00,0.00,34437.99,1330.36
SOUTH,1,15,55650.86,1686.25,0.00,0.00,55650.86,1686.25
WEST,2,10,20762.88,715.76,1187.30,1260.32,121991.95,1976.08
SOUTH,2,12,57573.20,1519.54,265.87,339.56,84682.98,1859.10
MIDWEST,2,11,25271.66,778.40,686.06,669.86,94719.89,1448.26
SOUTH,2,13,41933.29,976.49,321.50,696.75,74077.51,1673.24
SOUTH,1,8,51182.25,1801.86,0.00,0.00,83289.26,2848.71
SOUTH,2,11,51999.74,2049.17,0.00,0.00,51999.74,2049.17
SOUTH,2,9,32576.19,1414.06,134.38,517.07,46320.80,1931.13
WEST,2,14,15571.84,611.69,0.00,0.00,15571.84,611.69
SOUTH,2,14,49006.78,1399.23,95.49,268.67,58754.73,1667.90
MIDWEST,1,7,14410.40,714.69,632.32,525.06,79404.22,1239.75
WEST,3,9,37276.80,1339.61,1002.22,841.61,125305.94,2181.22
SOUTH,2,15,53512.63,2143.55,574.83,1410.19,111218.50,3553.74
NE,2,14,20516.46,1170.88,0.00,0.00,97398.25,2413.35
MIDWEST,5,12,48789.21,1574.43,564.28,488.01,105553.11,2062.44
MIDWEST,2,8,34798.41,981.22,0.00,0.00,34798.41,981.22
SOUTH,2,7,57266.94,1914.56,0.00,0.00,57266.94,1914.56
NE,1,7,9608.24,601.36,371.86,554.44,47642.97,1155.80
MIDWEST,3,14,19345.02,876.26,567.28,610.42,75218.51,1486.68
NE,4,11,14717.55,1007.32,0.00,0.00,70479.09,1952.01
SOUTH,1,4,9715.15,545.32,717.14,660.81,84055.46,1206.13
MIDWEST,1,11,32918.19,1291.52,0.00,0.00,32918.19,1291.52
WEST,2,5,11306.87,525.51,772.23,564.11,85513.84,1089.62
WEST,7,16,61158.80,1807.31,18.74,13.28,62930.84,1820.59
SOUTH,3,6,49096.14,1798.65,261.53,380.87,75780.36,2179.52
NE,1,14,16377.32,1144.25,625.16,1101.73,80879.89,2245.98
WEST,3,16,15371.93,456.44,716.30,886.61,92457.24,1343.05
SOUTH,1,3,26897.90,899.26,0.00,0.00,26897.90,899.26
WEST,2,15,25935.09,1685.08,232.29,314.98,49758.04,2000.06
SOUTH,4,8,65163.21,2007.29,0.00,0.00,65163.21,2007.29
SOUTH,2,15,27745.10,902.18,0.00,0.00,27745.10,902.18
NE,3,9,28608.03,2051.68,1489.68,2075.94,179425.58,4127.62
SOUTH,6,16,119673.36,3300.58,0.00,0.00,208396.94,4770.77
SOUTH,2,12,42801.71,1501.18,185.45,380.29,61734.42,1881.47
WEST,3,16,29477.43,2154.76,126.91,201.79,42520.80,2356.55
WEST,2,14,22733.06,1486.29,860.86,1062.60,107437.67,2548.89
NE,2,15,19679.29,684.08,999.52,1518.80,121933.73,2202.88
MIDWEST,2,14,30317.82,1351.13,1112.12,665.47,144424.16,2016.60
NE,2,16,11148.47,995.44,170.60,319.49,28685.99,1314.93
SOUTH,4,7,22731.94,759.98,294.55,533.69,52058.36,1293.67
NE,2,16,26524.63,1129.39,333.50,446.10,60990.75,1575.49
MIDWEST,1,13,19900.25,745.79,494.97,548.65,70446.34,1294.44
NE,2,16,22277.38,1214.01,797.58,712.79,105038.00,1926.80
SOUTH,6,14,75718.50,2299.28,296.94,317.95,105482.49,2617.23
WEST,4,16,42717.12,474.95,0.00,0.00,42717.12,474.95
WEST,5,11,41683.10,1334.83,0.00,0.00,41683.10,1334.83
MIDWEST,3,16,56895.77,3003.06,837.87,668.23,143520.20,3671.29
SOUTH,2,12,61171.50,1689.20,0.00,0.00,61171.50,1689.20
WEST,3,14,15712.11,1013.09,0.00,0.00,15712.11,1013.09
MIDWEST,4,12,85811.25,2150.56,0.00,0.00,85811.25,2150.56
MIDWEST,2,11,21019.41,1064.53,822.30,710.17,105379.29,1774.70
SOUTH,4,14,70439.20,1945.99,0.00,0.00,70439.20,1945.99
SOUTH,3,15,69973.95,2510.85,496.18,723.69,119417.94,3234.54
MIDWEST,1,11,13622.58,555.31,567.83,737.20,70638.15,1292.51
MIDWEST,3,7,9974.70,621.96,1011.15,754.16,113084.67,1376.12
MIDWEST,4,16,10248.58,745.61,513.65,415.43,62987.71,1161.04
SOUTH,3,8,57952.29,2001.91,0.00,0.00,57952.29,2001.91
MIDWEST,1,9,15469.58,609.80,304.78,224.63,46580.73,834.43
MIDWEST,2,11,57744.51,2776.38,656.39,578.93,125898.60,3355.31
WEST,1,12,8126.53,235.91,0.00,0.00,8126.53,235.91
MIDWEST,5,12,4718.94,225.98,297.99,603.04,35837.48,829.02
SOUTH,1,13,20344.99,666.15,403.74,368.19,60362.83,1034.34
WEST,3,15,38031.47,1698.07,310.87,303.98,64148.71,2002.05
NE,2,7,12662.46,612.56,723.01,1021.17,84365.50,1633.73
NE,2,9,18646.32,1269.59,209.10,307.51,40101.96,1577.10
NE,2,13,31258.04,2226.61,0.00,0.00,100192.39,3317.80
MIDWEST,2,13,17315.39,594.31,775.44,655.93,96783.93,1250.24
SOUTH,3,14,47505.84,1824.48,0.00,0.00,90115.58,2830.12
SOUTH,1,16,67817.47,2200.08,0.00,0.00,67817.47,2200.08
SOUTH,2,16,30859.81,1093.56,0.00,0.00,30859.81,1093.56
NE,1,12,6195.24,279.45,396.81,599.71,46724.23,879.16
SOUTH,2,16,47559.17,1545.27,0.00,0.00,49240.29,1581.63
MIDWEST,3,12,16470.56,600.66,272.49,180.05,44615.77,780.71
WEST,1,12,14205.51,1249.71,0.00,0.00,14205.51,1249.71
SOUTH,1,14,20339.38,1083.24,0.00,0.00,20339.38,1083.24
MIDWEST,4,15,96825.17,4530.28,0.00,0.00,96825.17,4530.28
NE,4,16,11038.47,961.18,25.60,380.96,13678.39,1342.14
WEST,1,11,21003.68,625.34,886.47,506.44,98826.50,1131.78
WEST,3,13,15754.60,917.13,495.60,563.06,57667.94,1480.19
WEST,5,16,44635.07,1485.48,723.11,410.16,106100.87,1895.64
SOUTH,5,16,55564.65,1659.03,0.00,0.00,55564.65,1659.03
MIDWEST,2,9,34641.57,1277.41,0.00,0.00,34641.57,1277.41
WEST,4,12,30936.89,1357.54,240.24,267.28,55058.85,1624.82
WEST,2,10,34027.65,1154.61,381.29,363.22,67641.11,1517.83
WEST,1,2,5858.49,157.80,174.29,231.36,23845.62,389.16
WEST,4,13,50355.65,1369.98,0.00,0.00,50355.65,1369.98
WEST,4,14,32742.87,967.43,1124.65,618.14,133475.41,1585.57
SOUTH,2,15,53018.68,1545.76,0.00,0.00,53018.68,1545.76
MIDWEST,2,9,40020.77,1362.91,0.00,0.00,40020.77,1362.91
MIDWEST,3,12,34410.52,1331.05,688.22,485.28,99201.91,1816.33
MIDWEST,4,13,25286.50,973.70,1190.39,753.98,144899.34,1727.68
MIDWEST,2,13,45794.25,1817.67,682.38,558.29,114438.73,2375.96
WEST,3,15,29864.49,1883.63,1713.68,1902.11,197464.74,3785.74
MIDWEST,2,12,27628.39,964.48,667.26,867.23,97027.97,1831.71
SOUTH,1,7,25492.86,828.95,0.00,0.00,25492.86,828.95
SOUTH,2,16,85764.75,2797.29,802.64,821.96,167785.28,3619.25
SOUTH,5,16,98383.99,3199.13,0.00,0.00,98383.99,3199.13
MIDWEST,1,12,82778.53,2550.58,4.70,4.23,83251.02,2554.81
WEST,4,16,40651.40,1764.30,536.68,400.33,85839.95,2164.63
NE,6,11,17021.56,970.66,763.52,1154.05,95412.41,2124.71
MIDWEST,7,12,5709.28,1538.54,1161.24,771.84,125925.58,2310.38
SOUTH,1,14,40710.71,1371.89,0.00,0.00,40710.71,1371.89
NE,2,14,27766.09,1684.23,0.00,0.00,39290.65,1868.65
WEST,2,6,76042.06,2358.31,0.00,0.00,76042.06,2358.31
SOUTH,2,2,32153.40,1199.25,0.00,0.00,32153.40,1199.25
MIDWEST,1,15,10792.73,529.02,0.00,0.00,43655.74,972.72
MIDWEST,3,15,39560.93,2106.22,1193.79,956.29,162296.04,3062.51
NE,2,11,14046.46,643.15,0.00,0.00,142968.34,2492.68
WEST,2,11,11923.86,647.77,181.18,250.89,30304.97,898.66
SOUTH,1,16,141438.20,5857.90,810.62,2030.31,224722.23,7888.21
NE,3,5,24343.05,1051.06,1090.90,868.73,131975.63,1919.79
WEST,3,16,23286.19,1480.43,344.71,450.26,58432.78,1930.69
WEST,2,4,59412.89,1302.09,575.41,578.66,119531.30,1880.75
NE,1,8,18126.53,756.61,306.70,383.71,49075.82,1140.32
WEST,2,14,58746.01,2056.13,2479.61,1624.70,295869.55,3680.83
WEST,2,1,8323.02,355.18,54.25,98.67,13905.48,453.85
SOUTH,3,13,45491.72,1686.54,468.95,625.39,92471.22,2311.93
SOUTH,2,13,49332.82,1314.96,0.00,0.00,49332.82,1314.96
WEST,5,4,34422.42,1482.79,64.56,85.64,40771.62,1568.43
WEST,2,14,39532.13,3260.09,0.00,0.00,39532.13,3260.09
NE,1,14,14628.08,598.18,0.00,0.00,42415.73,1143.67
WEST,4,13,21549.31,575.83,528.84,522.87,73766.95,1098.70
NE,4,16,63973.84,2372.52,1174.20,863.65,182872.41,3236.17
WEST,2,12,65463.49,1293.72,440.00,598.98,110272.93,1892.70
SOUTH,2,13,16256.61,789.41,0.00,0.00,93260.31,2199.22
SOUTH,1,8,13091.29,425.69,0.00,0.00,13091.29,425.69
WEST,2,11,40640.15,1857.69,147.67,228.78,55180.69,2086.47
SOUTH,2,13,30576.83,1062.51,0.00,0.00,30576.83,1062.51
MIDWEST,2,15,36380.65,1430.81,677.39,378.50,106404.83,1809.31
MIDWEST,1,13,36468.05,1382.00,0.00,0.00,65212.92,1762.92
MIDWEST,2,11,32961.71,1373.87,283.28,461.53,61296.64,1835.40
WEST,3,14,25224.21,849.50,775.17,564.37,93199.17,1413.87
MIDWEST,1,15,11830.13,479.73,0.00,0.00,36780.68,1012.78
SOUTH,1,9,38101.97,1123.34,459.45,623.10,83922.43,1746.44
WEST,1,10,4937.42,248.04,391.99,699.28,41693.35,947.32
NE,2,14,21329.91,1415.92,0.00,0.00,58894.48,1915.40
WEST,5,1,25537.40,1285.54,489.63,651.06,74676.00,1936.60
SOUTH,1,4,50848.91,1720.41,0.00,0.00,55623.46,1823.68
MIDWEST,5,13,58104.17,2675.33,898.03,757.69,150544.81,3433.02
SOUTH,4,16,33090.64,1148.34,527.95,617.54,86805.29,1765.88
NE,7,12,21750.41,1265.02,751.98,937.87,99273.02,2202.89
NE,7,12,19748.12,1302.94,680.88,1179.09,89150.57,2482.03
NE,3,16,63643.14,2857.03,0.00,0.00,149700.55,4390.94
SOUTH,2,11,45151.28,1430.30,381.29,625.59,84260.01,2055.89
SOUTH,5,15,50436.49,1686.20,482.32,627.11,98611.64,2313.31
SOUTH,3,13,36706.78,1268.56,334.76,412.65,66302.73,1681.21
NE,3,8,38381.55,1933.14,0.00,0.00,141924.96,3735.01
MIDWEST,2,13,44522.98,1860.05,862.12,683.42,131850.95,2543.47
WEST,2,10,26119.30,942.84,803.85,505.77,102981.58,1448.61
MIDWEST,2,13,24509.06,1176.67,586.91,555.10,84564.91,1731.77
WEST,2,14,10129.04,404.31,340.13,382.02,46689.30,786.33
WEST,2,13,12502.60,864.60,1304.45,1494.64,140610.97,2359.24
SOUTH,1,12,12575.11,532.56,368.92,541.81,50378.64,1074.02
WEST,5,13,40080.72,1738.44,1371.07,954.37,157196.83,2692.81
SOUTH,2,15,80780.95,2097.41,0.00,0.00,105198.69,2625.53
MIDWEST,4,12,21010.34,974.66,382.91,330.40,57641.29,1305.06
NE,1,6,6613.17,532.49,214.76,328.41,28437.75,860.90
MIDWEST,1,14,8600.89,330.64,280.50,245.12,37322.64,575.76
SOUTH,1,11,36813.28,1237.27,0.00,0.00,36813.28,1237.27
SOUTH,2,15,53229.05,1818.56,400.27,763.35,92779.10,2581.91
WEST,1,13,19231.07,1715.51,204.60,365.91,40341.30,2081.42
SOUTH,2,13,57119.87,1569.17,0.00,0.00,57119.87,1569.17
SOUTH,4,16,53350.25,1657.37,0.00,0.00,117260.28,3039.65
SOUTH,5,16,83747.04,2510.33,965.77,1032.60,181095.43,3542.93
SOUTH,4,5,63594.31,2438.99,0.00,0.00,63594.31,2438.99
WEST,2,12,69166.10,2240.44,0.00,0.00,69166.10,2240.44
WEST,2,11,18222.34,882.97,0.00,0.00,18222.34,882.97
SOUTH,2,7,40189.88,2224.98,323.44,511.18,72561.17,2736.16
WEST,3,14,25173.32,1144.30,0.00,0.00,113131.21,3726.72
NE,3,15,35892.57,2110.17,1552.80,1306.26,196941.75,3416.43
WEST,7,15,53353.21,1843.33,1040.90,561.04,142750.15,2404.37
MIDWEST,4,15,28479.10,961.02,716.36,521.06,99880.52,1482.08
SOUTH,2,16,119290.92,3680.21,2784.95,4351.61,398699.67,8031.82
SOUTH,2,15,87680.12,2432.65,1259.39,746.96,211779.13,3179.61
SOUTH,4,16,54455.88,1938.26,260.39,514.01,81468.39,2452.27
WEST,3,11,67229.94,4629.44,0.00,0.00,154113.41,6229.30
MIDWEST,5,13,37562.90,1254.54,640.77,649.69,102982.01,1904.23
WEST,2,16,104238.61,4134.68,456.68,633.77,148595.94,4768.45
NE,3,14,36156.61,1843.15,0.00,0.00,72072.22,2440.93
MIDWEST,3,16,111233.49,3788.06,0.00,0.00,111233.49,3788.06
NE,4,16,44543.27,2825.38,0.00,0.00,248182.99,4241.63
WEST,4,15,56666.87,932.27,1798.11,887.39,212452.20,1819.66
WEST,4,11,14951.40,1298.47,0.00,0.00,138651.39,3746.89
NE,4,16,31920.56,352.70,842.16,1179.01,118160.58,1531.71
SOUTH,2,16,17605.29,678.89,249.29,412.97,43216.34,1091.86
MIDWEST,2,15,33531.34,1344.33,1145.62,768.37,149209.53,2112.70
NE,3,14,16427.65,1390.61,586.32,789.02,77687.79,2208.36
MIDWEST,4,1,101938.60,3144.19,0.00,0.00,101938.60,3144.19
MIDWEST,1,7,19534.53,720.35,441.77,435.27,63628.28,1155.62
MIDWEST,1,12,46043.63,1661.27,896.81,823.22,138619.85,2484.49
MIDWEST,2,13,36432.11,1324.08,1114.82,858.12,150806.60,2182.20
NE,3,14,64340.62,3479.83,0.00,0.00,111373.91,4368.88
MIDWEST,3,14,18664.36,715.33,447.67,633.40,63481.14,1348.73
NE,1,13,7908.97,761.01,234.35,621.38,32106.24,1382.39
MIDWEST,2,11,22284.48,758.90,714.20,810.90,96309.99,1569.80
NE,2,15,28259.36,1036.45,0.00,0.00,94000.34,2472.50
WEST,2,13,38078.77,1391.92,638.19,642.67,99080.39,2034.59
SOUTH,2,14,40138.68,1258.17,619.49,578.80,103953.62,1836.97
NE,1,14,5956.13,615.46,580.04,1662.74,65824.74,2278.20
WEST,4,16,24631.86,1862.93,550.01,629.44,117070.01,3226.29
SOUTH,1,13,27477.06,1535.46,202.10,350.02,48077.39,1885.48
SOUTH,1,6,43937.43,1628.08,3.55,3.99,44296.99,1632.07
SOUTH,1,16,67082.86,2154.11,0.00,0.00,97734.79,2901.93
SOUTH,2,16,87167.23,3331.67,0.00,0.00,90655.58,3424.17
MIDWEST,2,8,34926.78,1265.72,11.86,10.96,36143.47,1276.68
NE,2,15,27167.39,1910.51,918.55,1251.65,121062.24,3162.16
NE,2,16,50062.36,3222.76,410.91,588.39,92240.97,3811.15
WEST,2,10,31113.58,1993.75,972.33,1168.22,126570.75,3161.97
SOUTH,1,12,22478.52,876.70,0.00,0.00,22478.52,876.70
NE,5,11,15601.45,850.46,1649.03,1315.66,186854.95,2166.12
MIDWEST,3,16,42075.91,1468.83,2496.32,1706.05,303228.89,3174.88
NE,2,13,15261.51,306.14,0.00,0.00,15261.51,306.14
NE,3,6,28786.65,1336.38,0.00,0.00,28786.65,1336.38
WEST,2,16,57533.65,1983.51,691.96,795.26,117465.85,2778.77
MIDWEST,3,15,73150.97,1885.65,0.00,0.00,73150.97,1885.65
MIDWEST,4,14,32068.03,1359.26,870.45,681.69,121156.23,2040.95
WEST,1,7,9324.23,295.49,436.33,247.38,45224.12,542.87
WEST,3,10,25396.40,998.07,0.00,0.00,49786.85,1480.83
WEST,6,12,48199.05,1368.38,0.00,0.00,85795.25,2071.65
SOUTH,5,8,126384.04,5598.05,0.00,0.00,126384.04,5598.05
NE,2,16,29485.90,1242.16,756.09,798.59,107448.93,2040.75
SOUTH,2,15,19491.16,900.97,352.42,631.01,55627.51,1531.98
WEST,2,13,26581.71,933.30,946.81,603.34,115051.93,1536.64
WEST,2,13,39703.05,2105.00,0.00,0.00,39703.05,2105.00
MIDWEST,2,14,23441.73,1096.95,0.00,0.00,72195.02,1721.78
SOUTH,4,8,43078.46,1597.93,0.00,0.00,43078.46,1597.93
NE,4,13,48772.71,1110.44,0.00,0.00,136152.73,2685.51
NE,1,9,15244.66,1019.83,613.14,1085.69,77098.91,2105.52
WEST,3,16,14703.66,843.58,383.70,684.18,54077.12,1527.76
MIDWEST,2,13,20412.25,1231.06,0.00,0.00,67016.02,1907.89
SOUTH,2,13,33395.46,1247.08,298.01,489.72,63307.46,1736.80
NE,5,15,31882.38,1679.17,1697.73,2044.48,212132.88,3845.00
SOUTH,2,15,24593.96,872.14,0.00,0.00,24593.96,872.14
WEST,4,13,64700.44,2063.40,0.00,0.00,64700.44,2063.40
SOUTH,2,6,21413.16,733.04,0.00,0.00,21413.16,733.04
WEST,3,16,52280.62,1795.87,2523.50,1474.93,259896.62,3270.80
MIDWEST,2,15,30415.42,1146.55,870.03,778.62,120710.13,1925.17
